,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer,Price_km
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,27.0,Mercedes-Benz,623.3
5600,Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.0,Honda,1608.114
5601,BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,28.75,BMW,1288.9844
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,14.49,Toyota,809.6667
5603,Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,72.0,Porsche,467.47499999999997
5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,4.0,Nissan,1415.5143
5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,4.5,Maruti,1657.3546999999999
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6.25,Maruti,1497.0449999999998
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,11.5,Volkswagen,1057.1168
5608,Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,3.1,Honda,682.374
5609,Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10.11,Honda,1239.414
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.54,Hyundai,1184.4063
5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.0,Maruti,1316.0069999999998
5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,2.5,Maruti,1458.522
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,18.0,Audi,678.1962
5614,Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6.85,Toyota,1470.3646999999999
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.97,Hyundai,1379.3702999999998
5616,Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.75,Hyundai,1184.4063
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,7.38,Volkswagen,1255.3262
5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,42.75,BMW,1401.1784
5619,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,3.65,Hyundai,1433.59
5620,Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.99,Hyundai,1316.0069999999998
5621,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,13.5,Toyota,716.795
5622,Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.0,Maruti,1490.0819999999999
5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,10.95,Hyundai,905.1899999999999
5624,Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,2.95,Hyundai,1417.6668
5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,5.5,Tata,1539.551
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,17.08,Skoda,1021.4721
5627,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.85,Maruti,1657.3546999999999
5628,Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,10.5,Honda,912.1529999999999
5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.75,Toyota,797.8240000000001
5630,Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.7,Honda,1183.71
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,4.25,Hyundai,1183.71
5632,Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,7.9,Toyota,1470.3646999999999
5633,Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.5,Skoda,953.9309999999999
5634,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.0,Nissan,1348.8212
5635,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.75,Honda,1183.71
5636,Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,7.65,Hyundai,1404.9181999999998
5637,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,3.47,Chevrolet,1211.562
5638,Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.64,Honda,1253.34
5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.95,Volkswagen,1146.8060999999998
5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.65,Maruti,1427.357
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,8.41,Ford,710.562
5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,0.85,Maruti,1072.302
5643,Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0.8,Maruti,1316.0069999999998
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,5.65,Volkswagen,1255.3262
5645,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.5,Hyundai,1190.673
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.9,Maruti,1750.8497
5647,Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0.0,2446.0,,8.0,2.2,Toyota,0.0
5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.0,Nissan,1348.8212
5649,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,5.6,Skoda,1044.4499999999998
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.2,Maruti,1051.413
5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,4.0,Skoda,1044.4499999999998
5652,Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,16.0,Toyota,782.2415
5653,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6,Hyundai,1226.0311000000002
5654,Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.79,Hyundai,1288.155
5655,Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,26.6,998.0,58.16,5.0,3.65,Maruti,1117.2
5656,Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.83,Honda,1620.58
5657,Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.51,Maruti,1121.0430000000001
5658,Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,0.69,Ford,960.894
5659,Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.65,Maruti,1451.7855
5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,6.49,Honda,1169.7839999999999
5661,Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,2.9,Hyundai,1047.144
5662,Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.4,Hyundai,1184.4063
5663,Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.25,Renault,1752.5871
5664,Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.95,Maruti,1316.0069999999998
5665,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.0,Hyundai,1316.0069999999998
5666,Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.85,Hyundai,1295.118
5667,Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.45,Honda,1253.34
5668,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1.99,Ford,1109.474
5669,Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,8.99,Hyundai,1189.2563999999998
5670,Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6.5,Toyota,1470.3646999999999
5671,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9.27,Honda,1322.9699999999998
5672,Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.99,Hyundai,1489.687
5673,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,36.76,Mercedes-Benz,1115.7069999999999
5674,Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,17.08,Skoda,1023.5609999999999
5675,Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.8,Chevrolet,1585.6752000000001
5676,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.49,Volkswagen,1375.6231
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8.85,Maruti,1474.1045
5678,Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.15,Honda,1169.7839999999999
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,10.0,Volkswagen,1286.4912
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,Hyundai,1316.0069999999998
5681,Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999.0,67.0,5.0,3.2,Renault,1673.9052
5682,Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.28,Maruti,1583.3861999999997
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,7.5,Ford,1100.154
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.39,Maruti,1490.0819999999999
5685,Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti,1446.0559999999998
5686,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,Mercedes-Benz,685.63
5687,Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0,Maruti,1446.0559999999998
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,2.25,Chevrolet,1585.6752000000001
5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.83,Maruti,1079.2649999999999
5690,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14.0,796.0,35.0,5.0,4.11,Maruti,974.8199999999999
5691,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477.0,178.0,7.0,14.7,Mitsubishi,841.4549999999999
5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,25.0,Mercedes-Benz,905.1899999999999
5693,Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.35,Chevrolet,1585.6752000000001
5694,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,6.41,Ford,1609.9839
5695,Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.75,Honda,1211.562
5696,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,17.55,Mercedes-Benz,1115.7069999999999
5697,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.25,Hyundai,1332.6154
5698,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.16,Ford,1109.474
5699,Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,22.5,Audi,1031.5615
5700,Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.55,Hyundai,1379.3702999999998
5701,BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,9.86,BMW,839.0415
5702,BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,45.0,BMW,1025.9518
5703,Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.99,Hyundai,1184.4063
5704,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,6.5,Volkswagen,1371.26
5705,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,0.75,Chevrolet,1008.9386999999999
5706,Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,9.87,Chevrolet,1140.6390000000001
5707,Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6.36,Hyundai,1404.9181999999998
5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5,Honda,1114.08
5709,Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,19.1,1197.0,82.0,5.0,6.05,Hyundai,1329.933
5710,Maruti Alto 800 CNG LXI,Mumbai,2013,26200,CNG,Manual,First,30.46,796.0,47.3,5.0,2.15,Maruti,1279.32
5711,Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai,1495.92
5712,Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.25,Maruti,1371.7109999999998
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.99,Toyota,809.6667
5714,Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,2.5,Hyundai,1180.2285
5715,Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.66,Honda,1253.34
5716,Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.53,Maruti,1204.599
5717,Maruti Wagon R LXI BS IV,Kolkata,2015,36428,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti,1428.1113
5718,Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.6,Ford,1246.6
5719,Honda Amaze S i-Vtech,Kochi,2015,47234,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.09,Honda,1253.34
5720,Hyundai Accent GLE,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.3,Hyundai,919.1159999999999
5721,Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.0,Hyundai,1391.2056
5722,Maruti Swift ZDi,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.4,Maruti,1570.716
5723,Mercedes-Benz B Class B180,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.0,Mercedes-Benz,1030.524
5724,Chevrolet Cruze LTZ,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998.0,163.7,5.0,5.7,Chevrolet,1078.309
5725,Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,120000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.95,Skoda,1246.6
5726,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.9,Mahindra,751.0765
5727,BMW X1 xDrive 20d xLine,Kochi,2018,30733,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,29.3,BMW,1288.9844
5728,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.24,Mercedes-Benz,761.0559
5729,Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.35,Skoda,953.9309999999999
5730,Honda Brio VX AT,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198.0,86.8,5.0,3.49,Honda,1148.895
5731,Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,Hyundai,1417.6668
5732,Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.35,Honda,1211.562
5733,Ford Figo Petrol ZXI,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196.0,70.0,5.0,3.62,Ford,1086.2279999999998
5734,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.25,Toyota,797.8240000000001
5735,Mahindra Verito 1.5 D6 BSIV,Kochi,2012,118683,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,3.19,Mahindra,1308.93
5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5.5,Mahindra,1263.7844999999998
5737,Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.67,Hyundai,1295.118
5738,Tata New Safari EX 4x2,Jaipur,2011,80000,Petrol,Manual,First,12.0,2092.0,127.0,7.0,5.5,Tata,835.56
5739,Maruti Swift Dzire VDi,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248.0,73.9,5.0,6.6,Maruti,1202.969
5740,BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,55.0,BMW,995.4101
5741,Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.0,Audi,1101.9944
5742,Maruti Baleno Delta 1.2,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,4.5,Maruti,1490.0819999999999
5743,Hyundai Santa Fe 4WD AT,Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,20.67,Hyundai,810.9132999999999
5744,Chevrolet Cruze LTZ AT,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.5,Chevrolet,896.9287
5745,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.98,Mercedes-Benz,934.9499999999999
5746,Hyundai Santro Xing GLS,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.45,Hyundai,1247.7696
5747,Maruti Wagon R LXI CNG,Delhi,2014,62549,CNG,Manual,First,26.6,998.0,58.16,5.0,2.95,Maruti,1117.2
5748,Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,Maruti,1750.8497
5749,Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.07,Honda,1211.562
5750,Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.5,Nissan,1274.6485
5751,BMW 3 Series 320d Prestige,Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,22.0,BMW,1176.7903999999999
5752,Honda City i DTEC V,Hyderabad,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,9.75,Honda,1620.58
5753,Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.0,Nissan,1274.6485
5754,Hyundai Grand i10 CRDi Sportz,Delhi,2014,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99,Hyundai,1495.92
5755,Hyundai Santro Xing XL eRLX Euro III,Ahmedabad,2008,51000,Petrol,Manual,First,17.0,1086.0,,5.0,1.75,Hyundai,1183.71
5756,Toyota Fortuner 4x2 AT,Delhi,2015,92000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.75,Toyota,782.2415
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.95,Toyota,852.6744
5758,Maruti Baleno Zeta 1.2,Chennai,2017,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.8,Maruti,1490.0819999999999
5759,Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,46707,Petrol,Manual,First,17.0,1086.0,,5.0,0.99,Hyundai,1183.71
5760,Hyundai i10 Sportz 1.1L,Pune,2013,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.95,Hyundai,1379.3702999999998
5761,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,42.83,Audi,752.3231
5762,Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,21.5,Volvo,1684.7799
5763,Honda City i VTEC V,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.9,Honda,1239.414
5764,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,2.3,Maruti,1456.6596
5765,Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,2.75,Honda,1288.155
5766,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.71,Mahindra,751.0765
5767,Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,9.6,Renault,1221.6680000000001
5768,Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.81,Hyundai,1226.0311000000002
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.94,Tata,1659.9792
5770,Mahindra XUV500 W6 2WD,Mumbai,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.45,Mahindra,997.28
5771,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.0,Volkswagen,1267.7921999999999
5772,Mercedes-Benz B Class B180,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.0,Mercedes-Benz,1030.524
5773,Maruti SX4 Vxi BSIV,Delhi,2011,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.6,Maruti,1079.2649999999999
5774,Hyundai Getz GLE,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1.95,Hyundai,1065.339
5775,BMW 6 Series Gran Coupe,Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,45.0,BMW,1093.2682
5776,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,22.0,Audi,1066.4663
5777,Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.9,Hyundai,1295.118
