,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Manufacturer,Price_km
5935,Maruti Alto K10 LXI CNG,Pune,2015,59525,CNG,Manual,Second,998.0,58.2,4.0,3.1,Maruti,1354.9199999999998
2657,Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,1086.0,68.05,5.0,2.65,Hyundai,1379.3702999999998
3180,Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,1196.0,63.0,5.0,3.72,Maruti,840.0
2076,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,1498.0,98.6,5.0,4.45,Honda,1620.58
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,First,1399.0,98.79,8.0,3.75,Chevrolet,953.9309999999999
2051,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,796.0,46.3,5.0,2.1,Maruti,1371.7109999999998
2541,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,Diesel,Automatic,First,2987.0,265.0,5.0,70.15,Mercedes-Benz,810.29
1301,Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,1248.0,74.0,5.0,5.25,Maruti,1770.1719999999998
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,1197.0,78.9,5.0,3.75,Toyota,1233.1473
1304,Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,Petrol,Manual,First,1197.0,82.9,5.0,3.67,Hyundai,1288.155
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,2199.0,194.3,7.0,7.0,Hyundai,730.5076
5006,Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,1497.0,118.0,5.0,5.91,Honda,1169.7839999999999
2599,Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,2179.0,138.03,5.0,5.9,Tata,840.8317
4616,Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,Petrol,Automatic,First,1197.0,82.0,5.0,5.1,Hyundai,1316.0069999999998
2573,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,Diesel,Manual,First,2494.0,100.0,8.0,4.75,Toyota,809.6667
3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,1248.0,74.0,5.0,4.94,Maruti,1427.357
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,1197.0,81.86,5.0,6.08,Hyundai,1316.0069999999998
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,1199.0,88.7,5.0,8.25,Honda,1322.9699999999998
2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,2179.0,120.0,7.0,5.5,Mahindra,751.0765
4223,BMW X6 xDrive30d,Coimbatore,2014,39626,Diesel,Automatic,First,2993.0,241.0,4.0,40.66,BMW,698.0959999999999
2106,Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,1968.0,174.33,5.0,19.0,Audi,980.4509
2679,Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,1497.0,117.3,7.0,4.25,Honda,1204.599
2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,Petrol,Automatic,First,1798.0,157.75,5.0,11.6,Skoda,953.9309999999999
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,1997.0,153.86,5.0,8.22,Honda,953.9309999999999
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,1198.0,74.0,5.0,5.1,Volkswagen,1146.8060999999998
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,1248.0,88.5,5.0,6.9,Maruti,1750.8497
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,1199.0,88.7,5.0,5.43,Honda,1322.9699999999998
1279,Honda City 1.5 EXI,Pune,2005,98437,Petrol,Manual,First,1493.0,100.0,5.0,1.15,Honda,905.1899999999999
5897,Toyota Etios V,Kolkata,2015,12000,Petrol,Manual,First,1496.0,88.73,5.0,4.5,Toyota,1168.3914
1555,Chevrolet Optra 1.6 Elite,Pune,2005,150000,Petrol,Manual,First,1598.0,,5.0,1.5,Chevrolet,1023.5609999999999
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,2982.0,169.0,7.0,16.75,Toyota,716.795
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,2755.0,171.5,7.0,18.0,Toyota,708.0687999999999
4566,Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,Diesel,Automatic,First,2179.0,187.7,5.0,26.52,Jaguar,1019.7188
4802,Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,1197.0,78.9,5.0,2.65,Hyundai,1417.6668
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,2953.0,153.86,7.0,8.41,Ford,710.562
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,1799.0,130.0,5.0,3.25,Honda,940.0049999999999
1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,1248.0,73.75,5.0,5.75,Maruti,1770.1719999999998
513,Mahindra Scorpio 1.99 S8,Delhi,2017,30000,Diesel,Manual,First,1997.0,120.0,7.0,12.25,Mahindra,959.882
4177,Hyundai Verna 1.6 SX,Hyderabad,2012,65254,Diesel,Manual,First,1582.0,126.32,5.0,6.55,Hyundai,1391.2056
1308,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2014,33000,Diesel,Automatic,Second,2987.0,165.0,5.0,43.0,Mercedes-Benz,0.0
914,Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,1968.0,174.33,5.0,20.0,Audi,980.4509
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,1197.0,85.8,5.0,3.99,Maruti,1329.933
3695,Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,1497.0,117.3,5.0,11.5,Honda,1253.34
4242,Honda Brio S MT,Coimbatore,2014,28637,Petrol,Manual,First,1198.0,86.8,5.0,5.53,Honda,1350.822
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,1197.0,81.86,5.0,6.84,Hyundai,1316.0069999999998
2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,Second,1498.0,90.0,5.0,3.5,Ford,1464.7549999999999
774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,Diesel,Manual,First,2494.0,102.0,8.0,8.85,Toyota,797.8240000000001
4425,Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,2499.0,141.0,7.0,6.0,Ford,816.5229999999999
943,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,Diesel,Manual,First,1248.0,88.5,5.0,7.5,Maruti,1750.8497
822,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,Diesel,Automatic,First,1968.0,174.33,5.0,18.95,Audi,1101.9944
4277,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,2143.0,107.3,5.0,13.0,Mercedes-Benz,1246.6
164,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,1498.0,89.84,5.0,4.42,Ford,1414.8909999999998
4547,Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,1498.0,98.6,5.0,4.25,Honda,1608.114
3983,Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,1591.0,121.3,5.0,9.03,Hyundai,1184.4063
2538,Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,998.0,67.1,5.0,1.15,Maruti,1316.0069999999998
5740,BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Diesel,Automatic,Second,2993.0,258.0,5.0,55.0,BMW,995.4101
1311,Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,1120.0,70.0,5.0,3.49,Hyundai,1495.92
5464,Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,2179.0,120.0,7.0,14.19,Mahindra,959.882
5008,Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,1120.0,70.0,5.0,3.25,Hyundai,1495.92
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,2755.0,174.5,7.0,30.85,Toyota,804.057
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,1498.0,99.0,5.0,5.65,Ford,1626.813
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,1199.0,88.7,5.0,6.75,Honda,1302.081
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,2967.0,245.0,7.0,62.67,Audi,919.3675
2490,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,1591.0,121.3,5.0,5.95,Hyundai,1184.4063
5635,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,1497.0,118.0,5.0,4.75,Honda,1183.71
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,998.0,67.04,5.0,2.45,Maruti,1566.675
832,Maruti Wagon R LXI Optional,Kolkata,2014,25000,Petrol,Manual,First,998.0,67.04,5.0,2.75,Maruti,1428.1113
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,3198.0,197.0,7.0,29.8,Ford,680.0203
3462,Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,2354.0,144.0,5.0,1.85,Honda,828.597
5265,Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,First,1248.0,74.0,5.0,6.3,Maruti,1770.1719999999998
54,Hyundai Grand i10 Sportz,Chennai,2015,54000,Petrol,Manual,Third,1197.0,82.0,5.0,3.6,Hyundai,1316.0069999999998
4064,Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,1399.0,68.0,5.0,4.34,Ford,1246.6
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,1197.0,81.86,5.0,4.4,Hyundai,1316.0069999999998
1901,Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,2696.0,184.0,7.0,10.55,Mahindra,696.8494
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,Diesel,Manual,First,2494.0,102.0,8.0,6.0,Toyota,797.8240000000001
4150,Hyundai i10 Magna 1.2,Jaipur,2011,40496,Petrol,Manual,First,1197.0,78.9,5.0,2.65,Hyundai,1417.6668
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,1794.0,138.1,5.0,3.95,Toyota,1011.7238999999998
946,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,2477.0,175.56,7.0,12.49,Mitsubishi,841.4549999999999
3293,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,2494.0,102.0,7.0,6.25,Toyota,797.8240000000001
2161,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,2179.0,187.7,5.0,33.63,Jaguar,1019.7188
5087,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,998.0,67.1,5.0,2.1,Maruti,1675.9941
3057,Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,1461.0,63.12,5.0,4.95,Renault,1438.5764
768,Mahindra Scorpio 2.6 DX,Chennai,2005,50000,Diesel,Manual,First,2609.0,116.6,8.0,1.94,Mahindra,791.5909999999999
5655,Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,998.0,58.16,5.0,3.65,Maruti,1117.2
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,998.0,67.1,5.0,2.3,Maruti,1316.0069999999998
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,1497.0,118.0,5.0,3.57,Honda,1169.7839999999999
5945,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,63738,Diesel,Manual,First,1582.0,126.2,5.0,11.9,Hyundai,1226.0311000000002
4524,Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,Second,2199.0,194.3,7.0,8.9,Hyundai,913.7578
5345,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,First,1582.0,126.2,5.0,13.3,Hyundai,1226.0311000000002
2332,Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,Diesel,Automatic,First,2696.0,184.0,7.0,14.5,Mahindra,696.8494
2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,998.0,67.1,5.0,3.35,Maruti,1316.0069999999998
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,1498.0,99.0,5.0,8.41,Ford,1626.813
3389,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,1968.0,187.74,5.0,16.5,Audi,1154.9749
722,Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,Diesel,Manual,First,1461.0,108.5,5.0,6.25,Nissan,1184.8933
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,1198.0,77.0,6.0,5.83,Mahindra,1578.1956
5234,Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,First,1086.0,68.05,5.0,1.65,Hyundai,1379.3702999999998
2262,Toyota Etios GD,Bangalore,2012,58253,Diesel,Manual,Second,1364.0,67.05,5.0,4.45,Toyota,1470.3646999999999
989,Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,2400.0,215.0,5.0,13.8,Volvo,841.4549999999999
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,2494.0,102.0,7.0,12.99,Toyota,797.8240000000001
1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Diesel,Automatic,Second,1995.0,190.0,5.0,30.8,BMW,1129.4196
4930,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,1120.0,70.0,5.0,5.21,Hyundai,1495.92
4422,Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,1197.0,78.9,5.0,2.8,Hyundai,1417.6668
1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,Diesel,Automatic,First,3198.0,197.0,7.0,30.48,Ford,680.0203
341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,1794.0,125.0,5.0,2.8,Toyota,786.819
3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,1198.0,73.75,5.0,5.75,Volkswagen,1183.71
4243,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,1597.0,92.0,5.0,1.1,Ford,988.7459999999999
688,Maruti Vitara Brezza LDi Option,Pune,2017,38000,Diesel,Manual,First,1248.0,88.5,5.0,7.99,Maruti,1514.619
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,1196.0,86.8,5.0,4.25,Ford,1264.4807999999998
966,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,Diesel,Automatic,First,2143.0,136.0,5.0,28.25,Mercedes-Benz,1115.7069999999999
5681,Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,999.0,67.0,5.0,3.2,Renault,1673.9052
2203,Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,First,1199.0,88.7,5.0,6.45,Honda,1302.081
2713,Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,2967.0,241.38,5.0,11.5,Audi,1045.2740999999999
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,Diesel,Automatic,First,2987.0,198.5,5.0,10.99,Mercedes-Benz,685.63
5292,Hyundai i10 Magna,Kochi,2012,37333,Petrol,Manual,First,1197.0,78.9,5.0,3.22,Hyundai,1417.6668
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,2179.0,138.1,7.0,8.0,Tata,872.62
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,1968.0,187.74,5.0,39.84,Audi,1154.9749
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,2179.0,140.0,7.0,6.5,Mahindra,941.183
1990,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,1248.0,73.75,5.0,4.25,Maruti,1770.1719999999998
4120,Mitsubishi Pajero Sport 4X4 AT,Bangalore,2018,8900,Diesel,Automatic,First,2477.0,175.56,6.0,26.5,Mitsubishi,841.4549999999999
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,2354.0,152.0,5.0,2.0,Honda,703.2629999999999
4925,Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,2179.0,147.5,5.0,35.0,Land,799.6939
5807,Mahindra KUV 100 mFALCON G80 K8,Kochi,2017,29085,Petrol,Manual,First,1198.0,82.0,6.0,5.84,Mahindra,1263.7844999999998
5700,Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,1086.0,68.05,5.0,3.55,Hyundai,1379.3702999999998
3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,1198.0,86.7,5.0,4.25,Honda,1253.34
5961,Mahindra XUV500 W8 2WD,Mumbai,2012,35000,Diesel,Manual,First,2179.0,140.0,7.0,8.25,Mahindra,997.28
5990,Tata New Safari DICOR 2.2 VX 4x2,Pune,2008,86000,Diesel,Manual,Third,2179.0,138.0,7.0,0.6,Tata,868.2569
4949,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,1248.0,75.0,5.0,3.0,Maruti,1109.474
385,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,1497.0,117.3,5.0,8.75,Honda,1239.414
5240,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,First,1497.0,118.0,5.0,5.53,Honda,1183.71
5488,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,1968.0,147.51,5.0,8.5,Audi,1031.5615
536,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2010,50645,Petrol,Automatic,Second,2497.0,204.0,5.0,10.75,Mercedes-Benz,761.0559
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,1591.0,121.3,5.0,11.54,Hyundai,1184.4063
4212,Maruti Swift VXI BSIV,Coimbatore,2016,57932,Petrol,Manual,First,1197.0,81.8,5.0,6.39,Maruti,1420.4519999999998
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,2835.0,118.6,6.0,9.15,Mitsubishi,592.135
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,1248.0,88.5,5.0,9.0,Maruti,1514.619
1332,Maruti Wagon R CNG LXI,Pune,2013,79494,CNG,Manual,First,998.0,67.04,5.0,2.96,Maruti,1408.68
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,1396.0,88.73,5.0,6.0,Hyundai,1404.9181999999998
2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,1248.0,74.0,5.0,7.25,Maruti,1458.522
4662,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,2494.0,102.0,8.0,4.25,Toyota,797.8240000000001
4021,Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,1796.0,178.0,5.0,8.8,Mercedes-Benz,814.6709999999999
1854,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,1461.0,83.8,5.0,5.53,Renault,1238.4971
5372,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,1995.0,190.0,5.0,30.5,BMW,1129.4196
2872,Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,998.0,67.04,5.0,3.0,Maruti,1428.1113
3030,BMW 3 Series 320d Sport,Mumbai,2012,37000,Diesel,Automatic,Third,1995.0,190.0,5.0,15.0,BMW,1414.2677
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,Petrol,Manual,First,1997.0,153.86,5.0,11.51,Honda,953.9309999999999
1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,1248.0,73.9,5.0,3.4,Maruti,1315.163
3417,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,1995.0,190.0,5.0,9.25,BMW,1414.2677
3476,Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,1197.0,80.0,5.0,3.0,Hyundai,1336.896
2861,Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,1197.0,82.0,5.0,6.4,Hyundai,1316.0069999999998
1792,Toyota Fortuner 4x2 Manual,Delhi,2012,115000,Diesel,Manual,First,2982.0,168.5,7.0,12.99,Toyota,810.29
3797,BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,1995.0,184.0,5.0,22.75,BMW,1176.7903999999999
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,1248.0,75.0,5.0,2.15,Maruti,1109.474
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,998.0,67.1,5.0,2.4,Maruti,1456.6596
3533,Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,2349.0,,5.0,3.25,Nissan,633.6329999999999
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,998.0,67.04,5.0,5.63,Maruti,1608.453
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,1198.0,73.9,5.0,4.65,Volkswagen,1146.8060999999998
603,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,Diesel,Automatic,First,2143.0,170.0,5.0,48.5,Mercedes-Benz,1115.7069999999999
3056,Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,1248.0,74.0,5.0,5.95,Maruti,1570.716
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,First,1968.0,138.03,5.0,6.51,Volkswagen,1057.1168
126,Mercedes-Benz New C-Class 200 K AT,Kolkata,2009,28352,Petrol,Automatic,First,1796.0,178.0,5.0,9.35,Mercedes-Benz,814.6709999999999
3876,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,2354.0,142.0,5.0,3.5,Honda,772.8929999999999
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,Diesel,Automatic,First,2143.0,204.0,5.0,14.22,Mercedes-Benz,931.2102
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,4951.0,395.0,4.0,56.8,Ford,905.1899999999999
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,1197.0,82.0,5.0,6.89,Hyundai,1316.0069999999998
2730,Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,1197.0,85.8,5.0,5.39,Maruti,1329.933
827,Maruti Alto 800 LXI,Hyderabad,2014,58500,Petrol,Manual,First,796.0,47.3,5.0,2.75,Maruti,1583.3861999999997
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,2987.0,224.0,7.0,36.0,Mercedes-Benz,747.96
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,Diesel,Automatic,First,1995.0,190.0,5.0,17.5,BMW,1401.1784
3281,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,2143.0,107.3,5.0,11.0,Mercedes-Benz,1246.6
5981,Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,1197.0,83.1,5.0,7.5,Maruti,1490.0819999999999
2188,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,1248.0,73.9,5.0,5.05,Maruti,1315.163
5537,Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,1498.0,98.6,5.0,3.3,Honda,1608.114
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,Diesel,Manual,First,1498.0,88.0,5.0,3.6,Volkswagen,1255.3262
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,1248.0,74.0,5.0,3.25,Maruti,1458.522
2349,Chevrolet Beat LS,Hyderabad,2010,111111,Petrol,Manual,Second,1199.0,79.4,5.0,2.0,Chevrolet,1295.118
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,1248.0,75.0,5.0,3.5,Tata,1121.94
814,Toyota Qualis FS B2,Pune,2004,77757,Diesel,Manual,Second,2446.0,75.0,10.0,3.5,Toyota,816.5229999999999
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,1798.0,177.46,5.0,7.25,Skoda,1021.4721
3205,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,1461.0,108.45,5.0,9.75,Renault,1184.8933
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,1968.0,143.0,5.0,18.9,Audi,1270.2854
5765,Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,1198.0,86.8,5.0,2.75,Honda,1288.155
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,1798.0,157.8,5.0,6.75,Skoda,914.9381999999999
4106,Maruti Baleno Delta 1.3,Hyderabad,2017,20000,Diesel,Manual,First,1248.0,74.0,5.0,8.5,Maruti,1707.2187
2116,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,796.0,46.3,5.0,2.15,Maruti,1371.7109999999998
1834,Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,1461.0,84.8,7.0,3.9,Nissan,1202.969
793,Hyundai Verna 1.6 SX,Hyderabad,2011,98000,Diesel,Manual,Second,1582.0,126.32,5.0,5.2,Hyundai,1391.2056
5954,Toyota Fortuner 4x4 AT,Chennai,2015,95000,Diesel,Automatic,First,2982.0,168.5,7.0,19.6,Toyota,782.2415
2674,Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,1396.0,69.0,5.0,3.0,Tata,1558.25
94,Mahindra XUV500 W8 2WD,Delhi,2014,58000,Diesel,Manual,First,2179.0,140.0,7.0,8.1,Mahindra,941.183
4225,Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,1461.0,108.45,5.0,8.2,Renault,1229.1475999999998
